CAD Event Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,District/Sector,Census Tract,Longitude,Latitude,Officers at Scene
16000106530,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 08:08:00,B,4700.3011,-122.37888,47.67054,4
16000106517,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 08:05:00,M,8100.1,-122.33764,47.607067,2
16000106580,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 08:25:00,H,11101.201,-122.27401,47.536945,0
16000106568,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 08:30:00,M,8100.3001,-122.33946,47.609055,3
16000106565,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:29:00,J,1701.3009,-122.35408,47.702183,3
16000106563,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 08:30:00,Q,5802.201,-122.37392,47.630882,2
16000106561,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:28:00,R,10001.2017,-122.31476,47.56441,2
16000106542,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:23:00,O,10900.2063,-122.319756,47.55208,1
16000106514,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2016-03-28 08:29:00,J,2900.1008,-122.356636,47.68839,3
16000106599,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 08:43:00,K,8100.1024,-122.338005,47.604942,1
16000106579,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 08:31:00,M,7200.1067,-122.341545,47.61278,2
16000106503,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:30:00,F,11402.2012,-122.35785,47.51828,4
16000106586,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 08:48:00,O,10402.1009,-122.32101,47.55335,3
16000106583,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 08:47:00,M,8100.2,-122.33732,47.61132,2
16000106574,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-28 08:49:00,N,1400.301,-122.36273,47.701393,2
16000106570,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 08:48:00,C,7600.301,-122.31139,47.620087,3
16000106550,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-28 08:49:00,D,7200.107,-122.341736,47.619717,3
16000106500,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:42:00,N,401.3,-122.34772,47.727314,2
16000106595,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-28 08:56:00,H,2800.4003,-122.3553,47.690216,2
16000106593,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 08:50:00,U,5200.5001,-122.32071,47.664513,2
16000106588,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 08:56:00,D,7300.2023,-122.33379,47.615223,3
16000106587,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 08:56:00,E,7500.4001,-122.316895,47.6176,0
16000106585,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 08:50:00,G,8600.2021,-122.318756,47.60436,4
16000106557,160,PROWLER,PROWLER,PROWLER,2016-03-28 08:56:00,J,1701.2015,-122.35396,47.693314,1
16000106515,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-28 08:52:00,L,200.6022,-122.30458,47.725674,4
16000106602,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 09:06:00,G,8600.3009,-122.31941,47.60352,2
16000106466,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-28 09:09:00,E,8500.102,-122.324196,47.605785,1
16000106618,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:16:00,E,7500.3002,-122.317795,47.62369,3
16000106560,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:13:00,R,10300.3011,-122.285194,47.549744,1
16000106611,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-28 09:20:00,Q,7000.3021,-122.35475,47.624577,3
16000106653,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 09:37:00,M,8100.2004,-122.33759,47.611206,0
16000106636,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-28 09:33:00,G,9000.2033,-122.31344,47.596653,2
16000106626,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 09:34:00,E,7500.4016,-122.32076,47.61296,0
16000106608,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 09:35:00,F,10701.2011,-122.36215,47.535515,4
16000106606,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:31:00,N,401.1007,-122.347755,47.730316,2
16000106582,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:32:00,B,4700.1015,-122.37218,47.66789,3
16000106665,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-28 09:48:00,H,9000.2033,-122.31344,47.596653,1
16000106641,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,2016-03-28 09:45:00,C,7700.2008,-122.298775,47.623127,3
16000106634,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 09:49:00,U,5200.5,-122.317406,47.664936,2
16000106628,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 09:51:00,C,7700.2008,-122.298775,47.623127,2
16000106615,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:42:00,W,9701.2001,-122.41198,47.57825,4
16000106647,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 09:50:00,Q,5600.5046,-122.39187,47.633327,1
16000106638,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 09:54:00,U,5301.2006,-122.31764,47.661297,4
16000106630,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 09:56:00,B,4700.2004,-122.3749,47.66789,1
16000106617,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 09:51:00,O,9300.3224,-122.329056,47.57665,0
16000106610,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-28 09:57:00,W,9701.3017,-122.411964,47.57874,4
16000106576,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 09:53:00,B,4700.4004,-122.38474,47.670547,1
16000106496,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-28 09:56:00,U,4400.2002,-122.315,47.675808,0
16000106642,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 10:07:00,K,9200.2002,-122.33139,47.601074,1
16000106633,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 10:06:00,J,3200.702,-122.40213,47.677013,1
16000106605,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 10:04:00,L,700.2016,-122.29781,47.714912,1
16000106578,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 10:16:00,C,7700.2006,-122.30116,47.62352,1
16000106662,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 10:10:00,S,11001.1006,-122.286865,47.5373,0
16000106656,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 10:18:00,R,10401.2012,-122.301735,47.55508,1
16000106623,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:15:00,J,3300.1009,-122.37513,47.678673,1
16000106596,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2016-03-28 10:13:00,S,11800.401,-122.26926,47.51992,1
16000106577,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-28 10:12:00,F,10701.202,-122.369804,47.536453,3
16000106499,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2016-03-28 10:10:00,E,7402.1009,-122.32286,47.61873,1
16000106660,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-28 10:25:00,D,7300.3022,-122.33617,47.616055,0
16000106650,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 10:29:00,J,3600.4,-122.32239,47.67914,0
16000106529,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 10:26:00,N,1701.3002,-122.35545,47.705082,1
16000106461,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 10:28:00,B,4700.4015,-122.3789,47.662937,3
16000106679,202,ALACAD - COMMERCIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-28 10:39:00,O,10900.2012,-122.33783,47.554977,3
16000106675,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:34:00,E,8300.1003,-122.326904,47.609585,1
16000106668,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 10:31:00,B,5000.3,-122.34213,47.661755,1
16000106664,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:39:00,B,5200.401,-122.326164,47.66226,1
16000106659,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 10:37:00,H,8100.1016,-122.34175,47.607258,1
16000106644,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 10:47:00,M,8002.1001,-122.3424,47.612118,3
16000106571,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 10:37:00,O,9300.3017,-122.33327,47.58504,3
16000106458,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-28 10:37:00,B,5200.3032,-122.32571,47.654335,1
16000106727,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 10:55:00,U,5200.3001,-122.32245,47.656002,2
16000106693,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 10:45:00,H,9800.201,-122.38137,47.575596,2
16000106688,73,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,2016-03-28 10:47:00,S,11700.4001,-122.27983,47.51888,3
16000106738,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 11:00:00,E,7402.1,-122.320885,47.62049,3
16000106719,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 10:55:00,E,8400.1007,-122.32145,47.61407,3
16000106692,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:55:00,K,8100.2032,-122.33477,47.607285,4
16000106655,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:53:00,U,2400.2005,-122.28526,47.684853,1
16000106592,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 10:55:00,B,4700.2031,-122.370766,47.665043,1
16000106728,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 11:03:00,F,10701.2011,-122.36215,47.535515,2
16000106612,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 11:03:00,S,11800.5001,-122.27694,47.526115,1
16000106547,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 11:03:00,O,9300.1047,-122.321396,47.586205,2
